"","source","source_division","citation","token_id","sentence_id","verb","lemma_id","lemma","gr","gr_token_id","gr_sentence_id","gr_lemma","gr_tensemood"
"6543","Marianus","Matthew 13","MATT 13.15",569622,38791,"оузьрѧтъ",59056,"оузьрѣти","ἴδωσιν",274937,15209,"ὁράω","aorist_subjunctive"
"6546","Marianus","Matthew 24","MATT 24.15",577629,39472,"оузьрите",59056,"оузьрѣти","ἴδητε",283142,15893,"ὁράω","aorist_subjunctive"
"6547","Marianus","Matthew 24","MATT 24.30",577892,39488,"оузьрѧтъ",59056,"оузьрѣти","ὄψονται",283420,15909,"ὁράω","future"
"6548","Marianus","Matthew 24","MATT 24.33",577968,51078,"оузьрите",59056,"оузьрѣти","ἴδητε",283493,15913,"ὁράω","aorist_subjunctive"
"6550","Marianus","Matthew 27","MATT 27.4",580586,51179,"оузьриши",59056,"оузьрѣти","ὄψῃ",286190,16144,"ὁράω","future"
"6551","Marianus","Matthew 27","MATT 27.24",580928,39759,"оузьрите",59056,"оузьрѣти","ὄψεσθε",286550,16183,"ὁράω","future"
"6552","Marianus","Matthew 28","MATT 28.7",581778,51210,"оузьрите",59056,"оузьрѣти","ὄψεσθε",287408,48065,"ὁράω","future"
"6553","Marianus","Luke 3","LUKE 3.6",585264,40065,"оузьритъ",59056,"оузьрѣти","ὄψεται",322472,20286,"ὁράω","future"
"6556","Marianus","Luke 9","LUKE 9.27",591320,51404,"оузърѧтъ",59056,"оузьрѣти","ἴδωσιν",328685,48412,"ὁράω","aorist_subjunctive"
"6557","Marianus","Luke 12","LUKE 12.54",595088,40801,"оузьрите",59056,"оузьрѣти","ἴδητε",332586,21051,"ὁράω","aorist_subjunctive"
"6559","Marianus","Luke 13","LUKE 13.28",595758,40851,"оузьрите",59056,"оузьрѣти","ὄψεσθε",333289,21103,"ὁράω","future"
"6561","Marianus","Luke 17","LUKE 17.22",598354,41057,"оузьрите",59056,"оузьрѣти","ὄψεσθε",789558,21313,"ὁράω","future"
"6562","Marianus","Luke 21","LUKE 21.20",601386,41314,"оузьрите",59056,"оузьрѣти","ἴδητε",338972,21584,"ὁράω","aorist_subjunctive"
"6563","Marianus","Luke 21","LUKE 21.27",601533,41319,"оузьрите",59056,"оузьрѣти","ὄψονται",339117,21589,"ὁράω","future"
"6564","Marianus","Luke 21","LUKE 21.31",601592,41324,"оузьрите",59056,"оузьрѣти","ἴδητε",339181,21594,"ὁράω","aorist_subjunctive"
"6566","Marianus","John 1","JOHN 1.33",605216,41626,"оузьриши",59056,"оузьрѣти","ἴδῃς",343015,21919,"ὁράω","aorist_subjunctive"
"6568","Marianus","John 1","JOHN 1.51",605567,41663,"оузьриши",59056,"оузьрѣти","ὄψῃ",343374,21957,"ὁράω","future"
"6569","Marianus","John 3","JOHN 3.36",606735,41757,"оузьритъ",59056,"оузьрѣти","ὄψεται",344638,22052,"ὁράω","future"
"6571","Marianus","John 6","JOHN 6.62",609827,42002,"оузьрите",59056,"оузьрѣти","θεωρῆτε",347860,22303,"θεωρέω","present_subjunctive"
"6572","Marianus","John 11","JOHN 11.40",614374,42449,"оузьриши",59056,"оузьрѣти","ὄψῃ",352848,22781,"ὁράω","future"
"6573","Marianus","John 16","JOHN 16.16",617885,42725,"оузърите",59056,"оузьрѣти","ὄψεσθέ",356535,23065,"ὁράω","future"
"6574","Marianus","John 16","JOHN 16.17",617921,42727,"оузьрите",59056,"оузьрѣти","ὄψεσθέ",356564,23067,"ὁράω","future"
"6575","Marianus","John 16","JOHN 16.19",617978,52102,"оузьрите",59056,"оузьрѣти","ὄψεσθέ",356620,48742,"ὁράω","future"
"6576","Marianus","John 16","JOHN 16.22",618052,42738,"оузьрѭ",59056,"оузьрѣти","ὄψομαι",356692,23080,"ὁράω","future"
"6578","Marianus","Matthew 26","MATT 26.64",851883,39690,"оузьрите",59056,"оузьрѣти","ὄψεσθε",285913,48029,"ὁράω","future"
"6579","Marianus","John 1","JOHN 1.52",851984,41665,"оузьрите",59056,"оузьрѣти","ὄψεσθε",343385,48624,"ὁράω","future"
"6985","Marianus","Matthew 25","MATT 25.37",578936,39562,"отъвѣштаѭтъ",59092,"отъвѣщати","ἀποκριθήσονται",284500,15983,"ἀποκρίνομαι","future"
"6987","Marianus","Matthew 25","MATT 25.44",579067,51120,"отъвѣштаѭтъ",59092,"отъвѣщати","ἀποκριθήσονται",284633,15994,"ἀποκρίνομαι","future"
"6988","Marianus","Matthew 25","MATT 25.45",579097,39575,"отъвѣщаатъ",59092,"отъвѣщати","ἀποκριθήσεται",284661,15996,"ἀποκρίνομαι","future"
"7025","Marianus","Luke 12","LUKE 12.11",594261,40739,"отъвѣштаате",59092,"отъвѣщати","ἀπολογήσησθε",331735,20986,"ἀπολογέομαι","aorist_subjunctive"
"7045","Marianus","Luke 22","LUKE 22.68",602902,41441,"отъвѣштаате",59092,"отъвѣщати","ἀποκριθῆτε",340521,21716,"ἀποκρίνομαι","aorist_passive_imperative"
"7162","Marianus","Mark 13","MARK 13.25",548629,37138,"начънѫтъ",59102,"начѧти","ἔσονται",111995,7308,"εἰμί","future"
"7189","Marianus","Luke 12","LUKE 12.45",594891,40789,"начьнетъ",59102,"начѧти","ἄρξηται",784329,21039,"ἄρχω","future"
"7190","Marianus","Luke 13","LUKE 13.25",595688,40843,"начьнете",59102,"начѧти","ἄρξησθε",333217,21095,"ἄρχω","aorist_subjunctive"
"7191","Marianus","Luke 13","LUKE 13.26",595715,40846,"начьнете",59102,"начѧти","ἄρξεσθε",333243,21098,"ἄρχω","future"
"7192","Marianus","Luke 14","LUKE 14.9",596079,51513,"начьнеши",59102,"начѧти","ἄρξῃ",333616,48486,"ἄρχω","aorist_subjunctive"
"7194","Marianus","Luke 14","LUKE 14.29",596519,40906,"начънѫтъ",59102,"начѧти","ἄρξωνται",334055,21161,"ἄρχω","aorist_subjunctive"
"7204","Marianus","Luke 23","LUKE 23.30",603467,41492,"начънѫтъ",59102,"начѧти","ἄρξονται",341093,21768,"ἄρχω","future"
"7213","Marianus","Matthew 24","MATT 24.49",784503,39506,"начьнетъ",59102,"начѧти","ἄρξηται",784616,15927,"ἄρχω","future"
"7257","Marianus","Mark 11","MARK 11.17",546941,36995,"наречетъ",59127,"нарещи","κληθήσεται",110291,7159,"καλέω","future"
"7258","Marianus","Matthew 10","MATT 10.2",567150,50775,"наречетъ",59127,"нарещи","λεγόμενος",272285,15017,"λέγω","present_passive_participle"
"7260","Marianus","Matthew 21","MATT 21.13",575220,50970,"наречетъ",59127,"нарещи","κληθήσεται",280652,47914,"καλέω","future"
"7262","Marianus","Luke 1","LUKE 1.13",583119,39931,"наречеши",59127,"нарещи","καλέσεις",320272,20159,"καλέω","future"
"7263","Marianus","Luke 1","LUKE 1.31",583470,39954,"наречеши",59127,"нарещи","καλέσεις",320628,20182,"καλέω","future"
"7264","Marianus","Luke 1","LUKE 1.32",583482,39955,"наречетъ",59127,"нарещи","κληθήσεται",320640,20183,"καλέω","future"
"7265","Marianus","Luke 1","LUKE 1.35",583549,39959,"наречетъ",59127,"нарещи","κληθήσεται",320713,20187,"καλέω","future"
"7266","Marianus","Luke 1","LUKE 1.60",583910,39988,"наречетъ",59127,"нарещи","κληθήσεται",321104,20213,"καλέω","future"
"7271","Marianus","Luke 2","LUKE 2.23",584610,40027,"наречетъ",59127,"нарещи","κληθήσεται",321810,20250,"καλέω","future"
"7276","Marianus","John 1","JOHN 1.43",605395,51787,"наречеши",59127,"нарещи","κληθήσῃ",343198,48618,"καλέω","future"
"7277","Marianus","John 20","JOHN 20.16",620612,63222,"наречетъ",59127,"нарещи","λέγεται",359716,60038,"λέγω","present"
"7358","Marianus","Mark 8","MARK 8.35",544500,50410,"погоубитъ",59134,"погоубити","ἀπολέσει",107839,6960,"ἀπόλλυμι","future"
"7359","Marianus","Mark 8","MARK 8.35",544506,36803,"погоубитъ",59134,"погоубити","ἀπολέσει",107845,6961,"ἀπόλλυμι","future"
"7361","Marianus","Mark 9","MARK 9.41",545387,36872,"погоубитъ",59134,"погоубити","ἀπολέσῃ",108753,7034,"ἀπόλλυμι","aorist_subjunctive"
"7363","Marianus","Mark 12","MARK 12.9",547407,50499,"погоубитъ",59134,"погоубити","ἀπολέσει",110759,7204,"ἀπόλλυμι","future"
"7365","Marianus","Matthew 10","MATT 10.39",567819,38651,"погоубитъ",59134,"погоубити","ἀπολέσει",272992,15066,"ἀπόλλυμι","future"
"7366","Marianus","Matthew 10","MATT 10.39",567824,38651,"погоубитъ",59134,"погоубити","ἀπολέσας",272997,15066,"ἀπόλλυμι","aorist_active_participle"
"7367","Marianus","Matthew 12","MATT 12.14",568686,38720,"погоубѧтъ",59134,"погоубити","ἀπολέσωσιν",273897,15136,"ἀπόλλυμι","aorist_subjunctive"
"7368","Marianus","Matthew 16","MATT 16.25",572270,39026,"погоубитъ",59134,"погоубити","ἀπολέσει",277738,15441,"ἀπόλλυμι","future"
"7369","Marianus","Matthew 16","MATT 16.25",572275,39027,"погоубитъ",59134,"погоубити","ἀπολέσῃ",277744,15442,"ἀπόλλυμι","aorist_subjunctive"
"7370","Marianus","Matthew 21","MATT 21.41",575830,39326,"погоубитъ",59134,"погоубити","ἀπολέσει",281277,15746,"ἀπόλλυμι","future"
"7372","Marianus","Matthew 27","MATT 27.20",580839,39745,"погоубѧтъ",59134,"погоубити","ἀπολέσωσιν",286460,16168,"ἀπόλλυμι","aorist_subjunctive"
"7374","Marianus","Luke 9","LUKE 9.24",591244,40505,"погоубитъ",59134,"погоубити","ἀπολέσει",328605,20743,"ἀπόλλυμι","future"
"7375","Marianus","Luke 9","LUKE 9.24",591250,40506,"погоубитъ",59134,"погоубити","ἀπολέσῃ",328611,20744,"ἀπόλλυμι","aorist_subjunctive"
"7376","Marianus","Luke 9","LUKE 9.25",591270,40507,"погоубитъ",59134,"погоубити","ἀπολέσας",328633,20745,"ἀπόλλυμι","aorist_active_participle"
"7378","Marianus","Luke 15","LUKE 15.8",596784,40923,"погоубитъ",59134,"погоубити","ἀπολέσῃ",334302,21177,"ἀπόλλυμι","aorist_subjunctive"
"7382","Marianus","Luke 17","LUKE 17.33",598536,41070,"погоубитъ",59134,"погоубити","ἀπολέσει",336099,21328,"ἀπόλλυμι","future"
"7383","Marianus","Luke 17","LUKE 17.33",598541,41070,"погоубитъ",59134,"погоубити","ἀπολέσει",336105,21328,"ἀπόλλυμι","future"
"7385","Marianus","Luke 20","LUKE 20.16",600511,41242,"погоубитъ",59134,"погоубити","ἀπολέσει",338120,21512,"ἀπόλλυμι","future"
"7386","Marianus","John 6","JOHN 6.39",609415,41967,"погоублѭ҄",59134,"погоубити","ἀπολέσω",347390,22267,"ἀπόλλυμι","aorist_subjunctive"
"7387","Marianus","John 10","JOHN 10.10",613110,42332,"погоубитъ",59134,"погоубити","ἀπολέσῃ",351497,22661,"ἀπόλλυμι","aorist_subjunctive"
"7388","Marianus","John 12","JOHN 12.25",615180,42504,"погоубитъ",59134,"погоубити","ἀπολλύει",353693,22837,"ἀπόλλυμι","present"
"7391","Marianus","Matthew 10","MATT 10.42",791687,38654,"погоубитъ",59134,"погоубити","ἀπολέσῃ",273063,15069,"ἀπόλλυμι","aorist_subjunctive"
"7640","Marianus","Matthew 10","MATT 10.29",567667,38643,"падетъ",59251,"пасти","πεσεῖται",272826,15056,"πίπτω","future"
"7659","Marianus","Luke 20","LUKE 20.18",600564,41248,"падетъ",59251,"пасти","πέσῃ",338176,21519,"πίπτω","aorist_subjunctive"
"7665","Marianus","Luke 21","LUKE 21.24",786577,58176,"падѫтъ",59251,"пасти","πεσοῦνται",339051,21587,"πίπτω","future"
"7798","Marianus","Mark 4","MARK 4.40",541236,36562,"имете",59327,"ѩти","ἔχετε",104540,6708,"ἔχω","present"
"7802","Marianus","Mark 9","MARK 9.18",544902,50415,"иметъ",59327,"ѩти","καταλάβῃ",108256,47311,"καταλαμβάνω","aorist_subjunctive"
"7815","Marianus","Mark 16","MARK 16.16",551250,37365,"иметъ",59327,"ѩти","πιστεύσας",114621,47398,"πιστεύω","aorist_active_participle"
"7816","Marianus","Mark 16","MARK 16.16",551260,37365,"иметъ",59327,"ѩти","ἀπιστήσας",114628,47399,"ἀπιστέω","aorist_active_participle"
"7820","Marianus","Matthew 17","MATT 17.27",572901,39080,"имеши",59327,"ѩти","ἀναβάντα",278385,15497,"ἀναβαίνω","aorist_active_participle"
"7829","Marianus","Matthew 26","MATT 26.4",579185,39580,"имѫтъ",59327,"ѩти","κρατήσωσιν",284755,47999,"κρατέω","aorist_subjunctive"
"7835","Marianus","Matthew 27","MATT 27.42",581211,39779,"имемъ",59327,"ѩти","πιστεύσωμεν",286838,48051,"πιστεύω","aorist_subjunctive"
"7841","Marianus","Luke 16","LUKE 16.11",597519,40986,"иметъ",59327,"ѩти","πιστεύσει",335058,21240,"πιστεύω","future"
"7842","Marianus","Luke 16","LUKE 16.31",597940,51559,"имѫтъ",59327,"ѩти","πεισθήσονται",335491,21274,"πείθω","future"
"7843","Marianus","Luke 20","LUKE 20.20",600605,41251,"имѫтъ",59327,"ѩти","ἐπιλάβωνται",338223,21522,"ἐπιλαμβάνομαι","aorist_subjunctive"
"7850","Marianus","John 6","JOHN 6.30",609252,51869,"имемъ",59327,"ѩти","πιστεύσωμέν",347201,22253,"πιστεύω","aorist_subjunctive"
"7852","Marianus","John 7","JOHN 7.32",610599,42076,"имѫтъ",59327,"ѩти","πιάσωσιν",348646,22377,"πιάζω","aorist_subjunctive"
"7858","Marianus","John 9","JOHN 9.36",612840,42308,"имѫ",59327,"ѩти","πιστεύσω",351212,22635,"πιστεύω","aorist_subjunctive"
"7861","Marianus","John 11","JOHN 11.15",613943,42405,"имете",59327,"ѩти","πιστεύσητε",352382,22734,"πιστεύω","aorist_subjunctive"
"7862","Marianus","John 11","JOHN 11.26",614115,42424,"ꙇ҅меши",59327,"ѩти","πιστεύεις",352572,22753,"πιστεύω","present"
"7863","Marianus","John 11","JOHN 11.48",614531,42464,"имѫтъ",59327,"ѩти","πιστεύσουσιν",353006,22796,"πιστεύω","future"
"7864","Marianus","John 11","JOHN 11.57",614731,42473,"имѫтъ",59327,"ѩти","πιάσωσιν",353213,22805,"πιάζω","aorist_subjunctive"
"7865","Marianus","John 12","JOHN 12.35",615392,42526,"иметъ",59327,"ѩти","καταλάβῃ",353926,22858,"καταλαμβάνω","aorist_subjunctive"
"7868","Marianus","John 14","JOHN 14.29",617018,42662,"имете",59327,"ѩти","πιστεύσητε",355642,23002,"πιστεύω","aorist_subjunctive"
"7869","Marianus","John 17","JOHN 17.21",618739,42785,"иметъ",59327,"ѩти","πιστεύῃ",357386,23125,"πιστεύω","present_subjunctive"
"7871","Marianus","John 19","JOHN 19.35",620152,42916,"имете",59327,"ѩти","πιστεύητε",359236,23299,"πιστεύω","present_subjunctive"
"7872","Marianus","John 20","JOHN 20.25",620838,42973,"имѫ",59327,"ѩти","πιστεύσω",359948,23357,"πιστεύω","future"
"7873","Marianus","John 20","JOHN 20.31",620956,42985,"имете",59327,"ѩти","πιστεύητε",360077,23369,"πιστεύω","present_subjunctive"
"7878","Marianus","John 13","JOHN 13.19",853069,42579,"имете",59327,"ѩти","πιστεύσητε",354620,22912,"πιστεύω","aorist_subjunctive"
"7983","Marianus","Mark 3","MARK 3.28",540389,36497,"отъпоустѧтъ",59335,"отъпоустити","ἀφεθήσεται",103631,6642,"ἀφίημι","future"
"7984","Marianus","Mark 4","MARK 4.12",540726,36520,"отъпоустѧтъ",59335,"отъпоустити","ἀφεθῇ",104002,6668,"ἀφίημι","aorist_subjunctive"
"7987","Marianus","Mark 6","MARK 6.45",542951,36681,"отъпоуститъ",59335,"отъпоустити","ἀπολύει",106272,6832,"ἀπολύω","present"
"7988","Marianus","Mark 8","MARK 8.3",543890,36747,"отъпоущѫ",59335,"отъпоустити","ἀπολύσω",107230,6899,"ἀπολύω","aorist_subjunctive"
"7990","Marianus","Mark 11","MARK 11.25",547098,50489,"отъпоуститъ",59335,"отъпоустити","ἀφῇ",110454,7169,"ἀφίημι","aorist_subjunctive"
"7991","Marianus","Mark 15","MARK 15.9",550348,37292,"отъпоуштѫ",59335,"отъпоустити","ἀπολύσω",113721,7465,"ἀπολύω","aorist_subjunctive"
"7992","Marianus","Mark 15","MARK 15.11",550373,37294,"отъпоуститъ",59335,"отъпоустити","ἀπολύσῃ",113748,7467,"ἀπολύω","aorist_subjunctive"
"7995","Marianus","Matthew 6","MATT 6.14",564734,38426,"отъпоуститъ",59335,"отъпоустити","ἀφήσει",269793,14839,"ἀφίημι","future"
"7996","Marianus","Matthew 6","MATT 6.15",564752,38427,"отъпоуститъ",59335,"отъпоустити","ἀφήσει",269813,14840,"ἀφίημι","future"
"7997","Marianus","Matthew 9","MATT 9.5",566468,50749,"отъпоущаѭтъ",59335,"отъпоустити","ἀφίενταί",271586,14961,"ἀφίημι","present"
"7998","Marianus","Matthew 12","MATT 12.31",568973,50813,"отъпоуститъ",59335,"отъпоустити","ἀφεθήσεται",274202,47839,"ἀφίημι","future"
"7999","Marianus","Matthew 12","MATT 12.31",568983,50813,"отъпоуститъ",59335,"отъпоустити","ἀφεθήσεται",274212,47840,"ἀφίημι","future"
"8000","Marianus","Matthew 12","MATT 12.32",568995,50814,"отъпоуститъ",59335,"отъпоустити","ἀφεθήσεται",274225,15161,"ἀφίημι","future"
"8001","Marianus","Matthew 12","MATT 12.32",569006,38746,"отъпоуститъ",59335,"отъпоустити","ἀφεθήσεται",274239,15162,"ἀφίημι","future"
"8003","Marianus","Matthew 14","MATT 14.22",570874,38890,"отъпоуститъ",59335,"отъпоустити","ἀπολύσῃ",276274,15307,"ἀπολύω","aorist_subjunctive"
"8008","Marianus","Matthew 18","MATT 18.21",573417,39110,"отъпоуштѫ",59335,"отъпоустити","ἀφήσω",278892,15527,"ἀφίημι","future"
"8013","Marianus","Matthew 27","MATT 27.17",580779,39740,"отъпоуштю",59335,"отъпоустити","ἀπολύσω",286395,16163,"ἀπολύω","aorist_subjunctive"
"8014","Marianus","Matthew 27","MATT 27.21",580851,39747,"отъпоуштѫ",59335,"отъпоустити","ἀπολύσω",286474,16170,"ἀπολύω","aorist_subjunctive"
"8018","Marianus","Luke 6","LUKE 6.37",588201,40270,"отъпоустѧтъ",59335,"отъпоустити","ἀπολυθήσεσθε",325499,20497,"ἀπολύω","future"
"8021","Marianus","Luke 12","LUKE 12.10",594228,40737,"отъпоуститъ",59335,"отъпоустити","ἀφεθήσεται",331703,20984,"ἀφίημι","future"
"8022","Marianus","Luke 12","LUKE 12.10",594240,40738,"отъпоуститъ",59335,"отъпоустити","ἀφεθήσεται",331714,20985,"ἀφίημι","future"
"8027","Marianus","Luke 23","LUKE 23.16",603253,51731,"отъпоуштѫ",59335,"отъпоустити","ἀπολύσω",340883,21748,"ἀπολύω","future"
"8030","Marianus","Luke 23","LUKE 23.22",603330,41481,"отъпоуштѫ",59335,"отъпоустити","ἀπολύσω",340959,21758,"ἀπολύω","future"
"8033","Marianus","John 18","JOHN 18.39",619378,42842,"отъпоуштѫ",59335,"отъпоустити","ἀπολύσω",358403,23222,"ἀπολύω","aorist_subjunctive"
"8034","Marianus","John 18","JOHN 18.39",619386,42843,"отъпоущѫ",59335,"отъпоустити","ἀπολύσω",358411,23223,"ἀπολύω","aorist_subjunctive"
"8035","Marianus","John 20","JOHN 20.23",620761,42968,"отъпоустите",59335,"отъпоустити","ἀφῆτε",359868,23351,"ἀφίημι","aorist_subjunctive"
"8036","Marianus","John 20","JOHN 20.23",620764,42968,"отъпоустѧтъ",59335,"отъпоустити","ἀφέωνται",359871,23351,"ἀφίημι","perfect"
"8037","Marianus","Luke 2","LUKE 2.29",787729,40033,"отъпоустиши",59335,"отъпоустити","ἀπολύεις",733544,20255,"ἀπολύω","present"
"8043","Marianus","Mark 11","MARK 11.29",547167,37011,"въпрошѫ",59343,"въпросити","ἐπερωτήσω",110510,7175,"ἐπερωτάω","future"
"8052","Marianus","Matthew 21","MATT 21.24",575468,39284,"въпрошѫ",59343,"въпросити","ἐρωτήσω",280899,15701,"ἐρωτάω","future"
"8063","Marianus","Luke 20","LUKE 20.3",600298,41215,"въпрошѫ",59343,"въпросити","ἐρωτήσω",337896,21484,"ἐρωτάω","future"
"8066","Marianus","Luke 22","LUKE 22.68",602899,41441,"въпрошѫ",59343,"въпросити","ἐρωτήσω",340517,21716,"ἐρωτάω","aorist_subjunctive"
"8076","Marianus","John 16","JOHN 16.23",618075,42739,"въпросите",59343,"въпросити","ἐρωτήσετε",356717,23081,"ἐρωτάω","future"
"8078","Marianus","Luke 6","LUKE 6.9",760725,40235,"въпрошѫ",59343,"въпросити","ἐπερωτῶ",324929,20461,"ἐπερωτάω","present"
"8530","Marianus","Mark 6","MARK 6.11",542264,50332,"приимѫтъ",59498,"приѩти","δέξηται",105599,6784,"δέχομαι","aorist_subjunctive"
"8536","Marianus","Mark 9","MARK 9.37",545287,36865,"прииметъ",59498,"приѩти","δέξηται",108644,7027,"δέχομαι","aorist_subjunctive"
"8537","Marianus","Mark 10","MARK 10.15",545808,50442,"прииметъ",59498,"приѩти","δέξηται",109148,47321,"δέχομαι","aorist_subjunctive"
"8539","Marianus","Mark 12","MARK 12.2",547293,37024,"прииметъ",59498,"приѩти","λάβῃ",110649,7192,"λαμβάνω","aorist_subjunctive"
"8546","Marianus","Matthew 10","MATT 10.14",567343,38618,"прииметъ",59498,"приѩти","δέξηται",272491,15031,"δέχομαι","aorist_subjunctive"
"8547","Marianus","Matthew 10","MATT 10.38",567803,38650,"прииметъ",59498,"приѩти","λαμβάνει",272973,15065,"λαμβάνω","present"
"8548","Marianus","Matthew 10","MATT 10.41",567864,38653,"прииметъ",59498,"приѩти","λήμψεται",273040,15068,"λαμβάνω","future"
"8552","Marianus","Matthew 18","MATT 18.5",572996,39087,"прииметъ",59498,"приѩти","δέξηται",278483,15504,"δέχομαι","aorist_subjunctive"
"8553","Marianus","Matthew 19","MATT 19.29",574308,39185,"приметъ",59498,"приѩти","λήμψεται",279755,15601,"λαμβάνω","future"
"8558","Marianus","Matthew 21","MATT 21.22",575428,39279,"приимете",59498,"приѩти","λήμψεσθε",280858,15696,"λαμβάνω","future"
"8560","Marianus","Matthew 23","MATT 23.13",576870,51037,"приимете",59498,"приѩти","ἀφίετε",282361,15839,"ἀφίημι","present"
"8584","Marianus","Luke 9","LUKE 9.5",590827,40475,"приемлѭтъ",59498,"приѩти","δέχωνται",758748,48409,"δέχομαι","present_subjunctive"
"8588","Marianus","Luke 9","LUKE 9.48",591747,40540,"прииметъ",59498,"приѩти","δέξηται",329130,20777,"δέχομαι","aorist_subjunctive"
"8598","Marianus","Luke 16","LUKE 16.9",597480,51551,"приимѫтъ",59498,"приѩти","δέξωνται",335016,48502,"δέχομαι","aorist_subjunctive"
"8599","Marianus","Luke 18","LUKE 18.17",598940,51600,"приметъ",59498,"приѩти","δέξηται",336511,48538,"δέχομαι","aorist_subjunctive"
"8603","Marianus","Luke 20","LUKE 20.47",601039,41288,"приимѫтъ",59498,"приѩти","λήμψονται",338651,21558,"λαμβάνω","future"
"8609","Marianus","John 6","JOHN 6.7",608785,51859,"прииметъ",59498,"приѩти","λάβῃ",346734,48650,"λαμβάνω","aorist_subjunctive"
"8612","Marianus","John 10","JOHN 10.17",613252,42341,"приимѫ",59498,"приѩти","λάβω",351659,22670,"λαμβάνω","aorist_subjunctive"
"8620","Marianus","John 16","JOHN 16.14",617845,42722,"прииметъ",59498,"приѩти","λήμψεται",356500,23062,"λαμβάνω","future"
"8621","Marianus","John 16","JOHN 16.15",617865,42724,"прииметъ",59498,"приѩти","λαμβάνει",356520,23064,"λαμβάνω","present"
"8622","Marianus","John 16","JOHN 16.24",618107,42742,"примете",59498,"приѩти","λήμψεσθε",356750,23084,"λαμβάνω","future"
"8631","Marianus","Mark 12","MARK 12.40",734511,55139,"приимѫтъ",59498,"приѩти","λήμψονται",111437,7267,"λαμβάνω","future"
"8660","Marianus","Mark 9","MARK 9.31",545182,36856,"оубьѭтъ",59540,"оубити","ἀποκτενοῦσιν",108546,7017,"ἀποκτείνω","future"
"8663","Marianus","Mark 10","MARK 10.34",546241,36934,"оубиѭтъ",59540,"оубити","ἀποκτενοῦσιν",733896,55127,"ἀποκτείνω","future"
"8666","Marianus","Mark 13","MARK 13.12",548414,37125,"оубьѭтъ",59540,"оубити","θανατώσουσιν",111774,7294,"θανατόω","future"
"8667","Marianus","Mark 14","MARK 14.1",548859,50520,"оубиѭтъ",59540,"оубити","ἀποκτείνωσιν",112244,7324,"ἀποκτείνω","present_subjunctive"
"8668","Marianus","Mark 14","MARK 14.55",549875,37247,"оубьѭтъ",59540,"оубити","θανατῶσαι",113262,7420,"θανατόω","aorist_active_infinitive"
"8669","Marianus","Matthew 10","MATT 10.17",567420,38623,"оубиѭтъ",59540,"оубити","μαστιγώσουσιν",272572,15036,"μαστιγόω","future"
"8670","Marianus","Matthew 10","MATT 10.21",567494,38628,"оубьѭтъ",59540,"оубити","θανατώσουσιν",272646,15041,"θανατόω","future"
"8674","Marianus","Matthew 17","MATT 17.23",572795,50900,"оубиѭтъ",59540,"оубити","ἀποκτενοῦσιν",278278,47895,"ἀποκτείνω","future"
"8675","Marianus","Matthew 19","MATT 19.18",574052,39165,"оубьеши",59540,"оубити","φονεύσεις",279513,15582,"φονεύω","future"
"8677","Marianus","Matthew 21","MATT 21.38",575796,50992,"оубимъ",59540,"оубити","ἀποκτείνωμεν",281240,15742,"ἀποκτείνω","present_subjunctive"
"8679","Marianus","Matthew 23","MATT 23.34",577265,39446,"оубиете",59540,"оубити","ἀποκτενεῖτε",282768,15865,"ἀποκτείνω","future"
"8681","Marianus","Matthew 24","MATT 24.9",577550,39466,"оубьѭтъ",59540,"оубити","ἀποκτενοῦσιν",283063,15887,"ἀποκτείνω","future"
"8682","Marianus","Matthew 26","MATT 26.4",579187,39580,"оубиѭтъ",59540,"оубити","ἀποκτείνωσιν",284757,47999,"ἀποκτείνω","present_subjunctive"
"8683","Marianus","Matthew 26","MATT 26.59",580210,39678,"оубиѭтъ",59540,"оубити","θανατώσουσιν",285820,16102,"θανατόω","future"
"8687","Marianus","Luke 18","LUKE 18.33",599229,41125,"оубиѭтъ",59540,"оубити","ἀποκτενοῦσιν",336796,21387,"ἀποκτείνω","future"
"8697","Marianus","John 8","JOHN 8.22",611363,42157,"оубиетъ",59540,"оубити","ἀποκτενεῖ",349667,22477,"ἀποκτείνω","future"
"8700","Marianus","John 10","JOHN 10.10",613108,42332,"оубиетъ",59540,"оубити","θύσῃ",351495,22661,"θύω","aorist_subjunctive"
"8702","Marianus","John 12","JOHN 12.10",614920,42483,"оубиѭтъ",59540,"оубити","ἀποκτείνωσιν",353417,22816,"ἀποκτείνω","present_subjunctive"
"8703","Marianus","John 16","JOHN 16.2",617626,52093,"оубиетъ",59540,"оубити","ἀποκτείνας",356282,23045,"ἀποκτείνω","aorist_active_participle"
"8706","Marianus","Luke 11","LUKE 11.49",784231,40717,"оубиѭтъ",59540,"оубити","ἀποκτενοῦσιν",331400,20964,"ἀποκτείνω","future"
"8762","Marianus","Mark 4","MARK 4.13",540744,36523,"разоумѣете",59914,"разоумѣти","γνώσεσθε",104020,6670,"γιγνώσκω","future"
"8765","Marianus","Mark 7","MARK 7.18",543500,36718,"разоумѣате",59914,"разоумѣти","νοεῖτε",106810,6870,"νοέω","present"
"8767","Marianus","Mark 8","MARK 8.17",544139,36772,"разоумѣете",59914,"разоумѣти","συνίετε",107470,47306,"συνίημι","present"
"8771","Marianus","Mark 13","MARK 13.14",548451,37128,"разоумѣатъ",59914,"разоумѣти","νοείτω",111810,47368,"νοέω","present_active_imperative"
